sentence,language,clean_text
"Shirika la Serikali la Utangazaji ambalo linapitia katika mivutano ya kisiasa Vipindi vya siasa za mgawanyiko nchini Marekani, kama vile kumshtaki rais kutaka kumuondoa madarakani au vita, kuanza kuiweka VOA katika nafasi ngumu, amesema Lata Nott wa Freedom Forum.",swahili,shirika la serikali la utangazaji ambalo linapitia katika mivutano ya kisiasa vipindi vya siasa za mgawanyiko nchini marekani kama vile kumshtaki rais kutaka kumuondoa madarakani au vita kuanza kuiweka voa katika nafasi ngumu amesema lata nott wa freedom forum
Lakini hizo pia anasema ni nyakati ambazo shirika la utangazaji linajenga uaminifu kwa wasikilizaji wake.,swahili,lakini hizo pia anasema ni nyakati ambazo shirika la utangazaji linajenga uaminifu kwa wasikilizaji wake
"“ Ukweli ni kwamba taasisi zetu za habari ambazo zinafadhiliwa na serikali kuu haziendeshwi na serikali, lakini kuwa huru ni jambo muhimu sana, ” Nott amesema.",swahili,“ ukweli ni kwamba taasisi zetu za habari ambazo zinafadhiliwa na serikali kuu haziendeshwi na serikali lakini kuwa huru ni jambo muhimu sana ” nott amesema
"“ Ni kawaida kwa serikali kusema tunalipia hili, tunataka habari zetu nzuri zielezewe, ” amesema Profesa Cull wa USC.",swahili,“ ni kawaida kwa serikali kusema tunalipia hili tunataka habari zetu nzuri zielezewe ” amesema profesa cull wa usc
"“ Ni kawaida kwa waandishi wa habari kusukuma na kusema maadili ya uandishi yanahusu habari kuwa na pande zote mbili, na iwe na ufanisi, lazima tuonyeshe uaminifu.",swahili,“ ni kawaida kwa waandishi wa habari kusukuma na kusema maadili ya uandishi yanahusu habari kuwa na pande zote mbili na iwe na ufanisi lazima tuonyeshe uaminifu
"” Vyanzo vya habari: Mahojiano ya waandishi wa VOA ; Nicholas Cull, The Decline and Fall of the United States Information Agency: American Public Diplomacy, 1989 - 2001, 2008 ; Alan L.",swahili,” vyanzo vya habari mahojiano ya waandishi wa voa  nicholas cull the decline and fall of the united states information agency american public diplomacy 1989 - 2001 2008  alan l
"Heil, Jr, Voice of America - A History, 2003.",swahili,heil jr voice of america - a history 2003
"Watu wasiyopungua 49 wameuawa na zaidi ya 20 wamejeruhiwa vibaya sana Ijumaa katika shambulizi lililofanyika katika misikiti miwili katika mji wa Christchurch, New Zealand.",swahili,watu wasiyopungua 49 wameuawa na zaidi ya 20 wamejeruhiwa vibaya sana ijumaa katika shambulizi lililofanyika katika misikiti miwili katika mji wa christchurch new zealand
Wanaume watatu na mwanamke mmoja wanazuiliwa na polisi.,swahili,wanaume watatu na mwanamke mmoja wanazuiliwa na polisi
Waziri Mkuu wa New Zealand Jacinda Ardern amesema hakuna kati yao aliyekuwa katika orodha ya watu hatari wanaofuatiliwa na vyombo vya usalama.,swahili,waziri mkuu wa new zealand jacinda ardern amesema hakuna kati yao aliyekuwa katika orodha ya watu hatari wanaofuatiliwa na vyombo vya usalama
Mwanaume mwenye umri wa miaka 28 amfunguliwa mashtaka ya mauaji.,swahili,mwanaume mwenye umri wa miaka 28 amfunguliwa mashtaka ya mauaji
"Anatarajiwa kupelekwa mahakamani Jumamosi, kwa mujibu wa Kamishna wa Polisi Mike Bush.",swahili,anatarajiwa kupelekwa mahakamani jumamosi kwa mujibu wa kamishna wa polisi mike bush
"Wakati Bush alikataa kutaja jina la mtu huyo aliyefunguliwa mashtaka, kituo cha Televisheni cha New Zealand (TVNZ) kimemtaja mtu huyo aliyetumia bunduki kuwa ni Brenton Tarrant, 28, kutoka Grafton, New South Wales, Australia.",swahili,wakati bush alikataa kutaja jina la mtu huyo aliyefunguliwa mashtaka kituo cha televisheni cha new zealand tvnz kimemtaja mtu huyo aliyetumia bunduki kuwa ni brenton tarrant 28 kutoka grafton new south wales australia
Maafisa nchini Australia wamethibitisha kuwa mtu huyu aliyetumia silaha hiyo ni raia wa Australia.,swahili,maafisa nchini australia wamethibitisha kuwa mtu huyu aliyetumia silaha hiyo ni raia wa australia
Waziri Mkuu wa Australia Scott Morrison amesema mtu huyo aliyewekwa chini ya ulinzi wa polisi ni raia wa Australia.,swahili,waziri mkuu wa australia scott morrison amesema mtu huyo aliyewekwa chini ya ulinzi wa polisi ni raia wa australia
Morrison amesema mshukiwa huyo aliyefanya shambulizi ni “ gaidi mwenye msimamo mkali wa mrengo wa kulia.,swahili,morrison amesema mshukiwa huyo aliyefanya shambulizi ni “ gaidi mwenye msimamo mkali wa mrengo wa kulia
"” Kamishna Bush amesema sehemu ya uchunguzi huo utakuwa kuangalia nyuma kila kinachowezekana kuhakikisha kuwa sisi katika vyombo vya kusimamia sheria na uslama, hatutapoteza fursa yeyote kuzuia kitendo hiki cha kinyama kutokea tena.",swahili,” kamishna bush amesema sehemu ya uchunguzi huo utakuwa kuangalia nyuma kila kinachowezekana kuhakikisha kuwa sisi katika vyombo vya kusimamia sheria na uslama hatutapoteza fursa yeyote kuzuia kitendo hiki cha kinyama kutokea tena
"” Walionusurika katika shambulizi hilo wamesema kuwa walioweza kukimbia kuokoa maisha yao, na walipokuwa katika harakati hizo walishuhudia watu wakiwa wameanguka wanavuja damu katika eneo hilo la msikiti wa Al - Noor.",swahili,” walionusurika katika shambulizi hilo wamesema kuwa walioweza kukimbia kuokoa maisha yao na walipokuwa katika harakati hizo walishuhudia watu wakiwa wameanguka wanavuja damu katika eneo hilo la msikiti wa al - noor
Polisi wamewataka watu wa eneo hilo kuchukuwa tahadhari wakisema kuwa hali bado ni tete na tayari wameweza kuharibu vilipuzi vilivyokuwa vimetegwa katika eneo hilo.,swahili,polisi wamewataka watu wa eneo hilo kuchukuwa tahadhari wakisema kuwa hali bado ni tete na tayari wameweza kuharibu vilipuzi vilivyokuwa vimetegwa katika eneo hilo
Misikiti hiyo miwili ilishambuliwa wakati wa sala ya Ijumaa iliyohudhuriwa na mamia ya waumini.,swahili,misikiti hiyo miwili ilishambuliwa wakati wa sala ya ijumaa iliyohudhuriwa na mamia ya waumini
"Mshambuliaji huyo aliyetumia bunduki alikuwa anaonyesha shambulizi hilo alilolifanya mubashara katika Facebook kupitia kamera aliyokuwa amivaa kichwani, na picha zilionyesha jinsi wahanga wa mauaji hayo walivyokuwa wanauawa katika msikiti huo.",swahili,mshambuliaji huyo aliyetumia bunduki alikuwa anaonyesha shambulizi hilo alilolifanya mubashara katika facebook kupitia kamera aliyokuwa amivaa kichwani na picha zilionyesha jinsi wahanga wa mauaji hayo walivyokuwa wanauawa katika msikiti huo
Mshambuliaji huyo alionyesha shambulizi hilo baada ya kuchapisha msimamo wake ambapo amewaita wahamiaji ni “ wavamizi ” .,swahili,mshambuliaji huyo alionyesha shambulizi hilo baada ya kuchapisha msimamo wake ambapo amewaita wahamiaji ni “ wavamizi ” 
Mitandao ya jamii iliamrishwa mara moja kuondoa picha hizo za mauaji ya kinyama.,swahili,mitandao ya jamii iliamrishwa mara moja kuondoa picha hizo za mauaji ya kinyama
"Watu 41 kati ya wale waliouawa walikuwa katika msikiti mmoja na watato ni kati ya watu 48 wanaopatiwa matibabu kutokana na majeraha ya risasi, maafisa wamesema.",swahili,watu 41 kati ya wale waliouawa walikuwa katika msikiti mmoja na watato ni kati ya watu 48 wanaopatiwa matibabu kutokana na majeraha ya risasi maafisa wamesema
"Wananchi wa Jamhuri ya Kidemokrasia ya Congo, DRC, wametoa maoni yanayo hitalafiana Alhamisi kufuatia hukumu ya kifungo cha miaka 30 alichopewa kiongozi wa zamani wa kundi la wanamgambo waasi la UPC, Bosco Ntaganda, na mahakama ya uhalifu wa kimataifa, ICC, mjini The Hague.",swahili,wananchi wa jamhuri ya kidemokrasia ya congo drc wametoa maoni yanayo hitalafiana alhamisi kufuatia hukumu ya kifungo cha miaka 30 alichopewa kiongozi wa zamani wa kundi la wanamgambo waasi la upc bosco ntaganda na mahakama ya uhalifu wa kimataifa icc mjini the hague
Baadhi ya wananchi wa mashariki ya DRC wanasema hukumu hiyo ni muda mchache huku watu wakabila lake wakidai kwamba ni uwonevu kwani kuna viongozi wengine wa Kongo wanaostahiki kupelekwa pia mbele ya ICC.,swahili,baadhi ya wananchi wa mashariki ya drc wanasema hukumu hiyo ni muda mchache huku watu wakabila lake wakidai kwamba ni uwonevu kwani kuna viongozi wengine wa kongo wanaostahiki kupelekwa pia mbele ya icc
"Mahakimu wa mahakama ya ICC Alhamisi walitoa hukumu Ntaganda atumikie kifungo cha miaka 30 jela kwa makosa ya mauaji, ubakaji na kuwalazimisha watoto kujiunga na wapiganaji wa kundi lake la waasi.",swahili,mahakimu wa mahakama ya icc alhamisi walitoa hukumu ntaganda atumikie kifungo cha miaka 30 jela kwa makosa ya mauaji ubakaji na kuwalazimisha watoto kujiunga na wapiganaji wa kundi lake la waasi
"Ntaganda mwenye umri wa miaka 46 alikutwa na hatia ya makosa 18 ya uhalifu wa kivita na uahalifu dhidi ya ubinadamu kwa ushiriki wake wakati wa operesheni za kijeshi mashariki mwa DRC, mwaka 2002 hadi 2003.",swahili,ntaganda mwenye umri wa miaka 46 alikutwa na hatia ya makosa 18 ya uhalifu wa kivita na uahalifu dhidi ya ubinadamu kwa ushiriki wake wakati wa operesheni za kijeshi mashariki mwa drc mwaka 2002 hadi 2003
Ntaganda aliyekuwa amevalia suti ya rangi nyeusi alionekana kusikiliza kwa makini uamuzi wa jaji.,swahili,ntaganda aliyekuwa amevalia suti ya rangi nyeusi alionekana kusikiliza kwa makini uamuzi wa jaji
Imeelezwa kuwa tayari alishakata rufaa kuhusu kukamatwa kwake.,swahili,imeelezwa kuwa tayari alishakata rufaa kuhusu kukamatwa kwake
"Wakati wa ghasia huko DRC, Ntganda na jopo lake la wanajeshi wa UPC wengi kutoka kabila la Hema waliwalenga kabila la Lendu kwenye jimbo lenye utajiri wa madini la Ituri.",swahili,wakati wa ghasia huko drc ntganda na jopo lake la wanajeshi wa upc wengi kutoka kabila la hema waliwalenga kabila la lendu kwenye jimbo lenye utajiri wa madini la ituri
Mamia ya raia waliuwawa na wengine kulazimika kutorokea maeneo mengine.,swahili,mamia ya raia waliuwawa na wengine kulazimika kutorokea maeneo mengine
Katika hukumu hiyo Jaji Robert Fremr alisema ntagandwa sio tu anawajibishwa kwa uhali wa binadamu bali binafsi alimuuwa kasisi wa kanisa katoliki na kuweka mfano kwa wafuasi wake kufuata.,swahili,katika hukumu hiyo jaji robert fremr alisema ntagandwa sio tu anawajibishwa kwa uhali wa binadamu bali binafsi alimuuwa kasisi wa kanisa katoliki na kuweka mfano kwa wafuasi wake kufuata
"Imetayarishwa na Mwandishi wetu, Abdushakur Aboud, Washington, DC.",swahili,imetayarishwa na mwandishi wetu abdushakur aboud washington dc
"Rais wa Marekani Donald Trump amezungumzia masuala mengi akiwa katikati ya muhula wa uongozi wake akisema huenda akasubiri hadi uchaguzi mkuu wa Israeli, ndipo atakapotangaza mpango wa amani kwa kanda ya Mashariki ya Kati ambao umetayarishwa na mkwe wake Jared Kushner Donald Trump alisema: ” Pengine nitasubiri au nitatangaza sehemu ya mpango huo.",swahili,rais wa marekani donald trump amezungumzia masuala mengi akiwa katikati ya muhula wa uongozi wake akisema huenda akasubiri hadi uchaguzi mkuu wa israeli ndipo atakapotangaza mpango wa amani kwa kanda ya mashariki ya kati ambao umetayarishwa na mkwe wake jared kushner donald trump alisema ” pengine nitasubiri au nitatangaza sehemu ya mpango huo
Tuna watu wenye ustadi kama mnavyowafahamu balozi wetu na wengine.,swahili,tuna watu wenye ustadi kama mnavyowafahamu balozi wetu na wengine
Lakini huenda huo ukawa mkataba mgumu kabisa kufikia amani kati ya Waisraeli na Wapalestina.,swahili,lakini huenda huo ukawa mkataba mgumu kabisa kufikia amani kati ya waisraeli na wapalestina
Wapalestina tayari wamepinga mpango unaopendekezwa na utawala wa Trump na walisusia mkutano wa Bahrain uliyotayarishwa na Kushner juu ya mpango wa uchumi kwa Palestina.,swahili,wapalestina tayari wamepinga mpango unaopendekezwa na utawala wa trump na walisusia mkutano wa bahrain uliyotayarishwa na kushner juu ya mpango wa uchumi kwa palestina
Akigeukia mazungumzo ya biashara na China alisema China inakabiliwa na matatizo ya kiuchumi na imepoteza nafasi milioni mbili za ajira katika muda mfupi.,swahili,akigeukia mazungumzo ya biashara na china alisema china inakabiliwa na matatizo ya kiuchumi na imepoteza nafasi milioni mbili za ajira katika muda mfupi
Trump ameeleza kuwa : ” Wanapoteza karibu nafasi milioni mbili za ajira kama mnavyo fahamu kwani munaripoti juu ya hali ya mambo huko.,swahili,trump ameeleza kuwa  ” wanapoteza karibu nafasi milioni mbili za ajira kama mnavyo fahamu kwani munaripoti juu ya hali ya mambo huko
wanataka tufikiye makubaliano.,swahili,wanataka tufikiye makubaliano
Tutaona kitakachotokea lakini bila shaka wanataka kufikia makubaliano.,swahili,tutaona kitakachotokea lakini bila shaka wanataka kufikia makubaliano
"Kuhusiana na maandamano ya Hong Kong ambayo yalifanyika kwa amani hapo Jumapili, Trump alifananisha hali hiyo na maandamano ya ghasia ya Beijing ya Uwanja wa Tianamen 1989.",swahili,kuhusiana na maandamano ya hong kong ambayo yalifanyika kwa amani hapo jumapili trump alifananisha hali hiyo na maandamano ya ghasia ya beijing ya uwanja wa tianamen 1989
Hong kong Rais Trump aliongeza: ” Ningelipenda kuona Hong Kong itatanzua matatizo yao kwa njia ya kibinadamu.,swahili,hong kong rais trump aliongeza ” ningelipenda kuona hong kong itatanzua matatizo yao kwa njia ya kibinadamu
Natumaini Rais Xi anaweza kufanya hivyo.,swahili,natumaini rais xi anaweza kufanya hivyo
Bila shaka ana uwezo huo.,swahili,bila shaka ana uwezo huo
Ninadhani itakua jambo zuri kwa mazungumzo ya biashara yanayoendelea.,swahili,ninadhani itakua jambo zuri kwa mazungumzo ya biashara yanayoendelea
"Vile vile alipongeza jinsi mazungumzo yanavyoendelea pamoja kundi la Taliban na serikali ya Afghanistan, akisema mambo yanadhibitiwa vyema na yote inategemea msimamo wa serikali ya Afghanistan na Wataliban pia.",swahili,vile vile alipongeza jinsi mazungumzo yanavyoendelea pamoja kundi la taliban na serikali ya afghanistan akisema mambo yanadhibitiwa vyema na yote inategemea msimamo wa serikali ya afghanistan na wataliban pia
"Akizungumzia juu ya Iran wakati meli ya mafuta iliyoshikiliwa Gilbrata ikondoka Jumapili usiku baada ya mvutano na nchi za Ulaya, Rais Trump alisema anadhani Tehran ingelipenda sana kuzungumza na Washington kufikia makubaliano lakini bado hawajui vipi waanze.",swahili,akizungumzia juu ya iran wakati meli ya mafuta iliyoshikiliwa gilbrata ikondoka jumapili usiku baada ya mvutano na nchi za ulaya rais trump alisema anadhani tehran ingelipenda sana kuzungumza na washington kufikia makubaliano lakini bado hawajui vipi waanze
Jambo moja ni kwamba ni watu wa Iran ni wenye fahari sana.,swahili,jambo moja ni kwamba ni watu wa iran ni wenye fahari sana
Lakini uchumi wao unaporomoka.,swahili,lakini uchumi wao unaporomoka
Ninadhani Iran wanataka kufikia katika mazungumzo na wanauwezo mkubwa.,swahili,ninadhani iran wanataka kufikia katika mazungumzo na wanauwezo mkubwa
Na ninataka kusema hivyo pia upande wa Korea Kaskazini.,swahili,na ninataka kusema hivyo pia upande wa korea kaskazini
"Kuhusiana masuala ya ndani Trump alikiri kwamba alizungumzia suala la kuchukua umiliki wa Greenland kutoka Denmark, lakini alisema sio suala muhimu kwa hivi sasa.",swahili,kuhusiana masuala ya ndani trump alikiri kwamba alizungumzia suala la kuchukua umiliki wa greenland kutoka denmark lakini alisema sio suala muhimu kwa hivi sasa
Na alisema Makamu Rais Mike Pence atakuwa tena mgombea mwenza atakapo tangaza anawania tena kiti cha urais 2020.,swahili,na alisema makamu rais mike pence atakuwa tena mgombea mwenza atakapo tangaza anawania tena kiti cha urais 2020
"Imetayarishwa na mwandishi wetu, Abdushakur Aboud, Washington, DC.",swahili,imetayarishwa na mwandishi wetu abdushakur aboud washington dc
"Mtu mmoja ameuawa na wengine watatu kujeruhiwa na mtu mwenye silaha aliyeingia katika sinagogi Jumamosi huko mjini Poway, Jimbo la California na kuanza kushambulia.",swahili,mtu mmoja ameuawa na wengine watatu kujeruhiwa na mtu mwenye silaha aliyeingia katika sinagogi jumamosi huko mjini poway jimbo la california na kuanza kushambulia
Poway iko kilomita 25 kaskazini mwa Jiji la San Diego.,swahili,poway iko kilomita 25 kaskazini mwa jiji la san diego
"Wakati wa mkutano na waandishi wa habari, mkuu wa polisi wa Kaunti ya San Diego, Bill Gore amesema mwanaume mmoja mzungu aliingia katika sinagogi kabla kidogo ya kufikia saa kumi na mmoja na nusu asubuhi, majira ya pwani ya magharibi, Marekani, na kuanza kurusha risasi kwa kutumia silaha ya kivita aina ya AR ambayo inawezekana ilipata hitilafu baada ya kurusha risasi kadhaa.",swahili,wakati wa mkutano na waandishi wa habari mkuu wa polisi wa kaunti ya san diego bill gore amesema mwanaume mmoja mzungu aliingia katika sinagogi kabla kidogo ya kufikia saa kumi na mmoja na nusu asubuhi majira ya pwani ya magharibi marekani na kuanza kurusha risasi kwa kutumia silaha ya kivita aina ya ar ambayo inawezekana ilipata hitilafu baada ya kurusha risasi kadhaa
"Amesema watu wanne – mwanamke, msichana na wanaume wawili, moja kati yao ni kasisi wa sinagogi hiyo walijeruhiwa kwa risasi.",swahili,amesema watu wanne – mwanamke msichana na wanaume wawili moja kati yao ni kasisi wa sinagogi hiyo walijeruhiwa kwa risasi
"“Inasikitisha, kwani mmoja kati yao alikufa kutokana na majeraha ya risasi, ” Gore amesema.",swahili,“inasikitisha kwani mmoja kati yao alikufa kutokana na majeraha ya risasi ” gore amesema
"Ameongeza kusema kuwa waathirika wengine watatu, akiwemo kasisi, wako katika hali nzuri.",swahili,ameongeza kusema kuwa waathirika wengine watatu akiwemo kasisi wako katika hali nzuri
Wengine waliopatwa na risasi ni Waisraeli wawili – mtoto wa kike wa miaka nane na mjomba wake mwenye umri wa miaka 31.,swahili,wengine waliopatwa na risasi ni waisraeli wawili – mtoto wa kike wa miaka nane na mjomba wake mwenye umri wa miaka 31
"Walihamia San Diego miaka michache iliyopita wakitokea mji karibu na Ukanda wa Gaza, Israeli, ambao uliripotiwa kushambuliwa na roketi.",swahili,walihamia san diego miaka michache iliyopita wakitokea mji karibu na ukanda wa gaza israeli ambao uliripotiwa kushambuliwa na roketi
Gore amesema kuwa afisa wa polisi wa doria mpakani aliyekuwa hayuko kazini ambaye alimuona mtu huyo akikimbia kutoka katika eneo la tukio la uhalifu huo alilenga bunduki kuelekea kwa mshukiwa huyo.,swahili,gore amesema kuwa afisa wa polisi wa doria mpakani aliyekuwa hayuko kazini ambaye alimuona mtu huyo akikimbia kutoka katika eneo la tukio la uhalifu huo alilenga bunduki kuelekea kwa mshukiwa huyo
Lakini mshukiwa huyo risasi haikumpata na badala yake ilipiga gari.,swahili,lakini mshukiwa huyo risasi haikumpata na badala yake ilipiga gari
Mkuu wa Polisi wa San Deigo David Nisleit amesema kuwa mshukiwa huyo ilielekea kuwa aliwasiliana na polisi na baadae akajisalimisha kwa afisa wa polisi San Diego ambaye alikuwa anaelekea katika eneo shambulizi hilo la bunduki lilipotokea.,swahili,mkuu wa polisi wa san deigo david nisleit amesema kuwa mshukiwa huyo ilielekea kuwa aliwasiliana na polisi na baadae akajisalimisha kwa afisa wa polisi san diego ambaye alikuwa anaelekea katika eneo shambulizi hilo la bunduki lilipotokea
